,occurrence_no,early_interval,late_interval,max_ma,max_ma_error,max_ma_method,min_ma,min_ma_error,min_ma_method,direct_ma_value,direct_ma_error,direct_ma_method,formation,member,spatial_resolution,collection_dates,ref_author,ref_pubyr,Late_Age,Early_Age,min_Ma,max_Ma,Ref
86654,766318,Lutetian,,48.07,NA,,41.03,NA,,NA,NA,,Ardath,,,,Miller 1947,1947,,,,,
86656,766366,Thanetian,,59.24,NA,,56,NA,,NA,NA,,Vine Hill,,,,Miller 1947,1947,,,,,
86664,767137,Lutetian,,48.07,NA,,41.03,NA,,NA,NA,,Pale Greda,,,,Olsson 1928,1928,,,,,
86668,767182,Danian,,66,NA,,61.66,NA,,NA,NA,,Wills Point,Mexia,,,Miller 1947,1947,,,,,
86673,767607,Middle Eocene,,48.07,NA,,37.71,NA,,NA,NA,,Sylhet Limestones,,,1965 - 1966,Mathur and Gangopadhyaya 1967,1967,,,,,
86678,768069,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Pauji,,,,Miller and Collinson 1951,1951,,,,,
86679,768116,Ypresian,,56,NA,,48.07,NA,,NA,NA,,Cardabia,Jubilee,,,Glenister et al. 1956,1956,,,,,
86680,768117,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Giralia Calcarenite,,,,Glenister et al. 1956,1956,,,,,
86681,768118,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Miria,,,,Glenister et al. 1956,1956,,,,,
86690,768235,Selandian,,61.66,NA,,59.24,NA,,NA,NA,,Landana,,,,Miller 1935,1935,,,,,
86692,768679,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Mural,Cerro La Ceja,,,González-Léon et al. 2008,2008,,,,,
86915,769577,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Saint Cirac,,,,Kennedy et al. 1992,1992,,,,,
87010,769700,Late Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Hinoshima,,,,Komatsu et al. 2008,2008,,,,,
87126,769820,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Nahr Umr,,,,Kennedy and Simmons 1991,1991,,,,,
87127,769821,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Natih,,,,Kennedy and Simmons 1991,1991,,,,,
87138,769845,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Weno,,,,Kennedy et al. 1998,1998,,,,,
87246,769954,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Curacao Lava,,,,Wiedmann 1978,1978,,,,,
87254,769973,Early Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Cesarea Limestone,,,,Schluter et al. 2008,2008,,,,,
87272,770009,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Ciolo Limestone,,,,Schluter et al. 2008,2008,,,,,
87314,770086,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Goodland Limestone,,,,Kennedy et al. 1998,1998,,,,,
87318,770090,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Comanche Peak Limestone,,,,Kennedy et al. 1998,1998,,,,,
87432,770343,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Gulpen,Zeven Wegen Chalk,,,Kennedy 1986,1986,,,,,
87461,770658,Late Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Mzamba,,,,Klinger 1985,1985,,,,,
87558,771652,Late Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Umgazana,,,,Klinger and Kennedy 1979,1979,,,,,
87572,771724,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Eastend,,,1934-1936,Russell and Landes 1937,1937,,,,,
87616,771769,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Bearpaw,,,1934-1936,Russell and Landes 1937,1937,,,,,
87704,771982,Early Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Pawkowki,,,1934-1936,Russell and Landes 1937,1937,,,,,
87941,772291,Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Awgu Ndeaboh Shale,,,,Reyment 1954,1954,,,,,
87970,772429,Middle Albian,,110.1,NA,,106.3,NA,,NA,NA,,Uomba,,,,Reyment 1955,1955,,,,,
87974,772442,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Nwofe Sandstone,,,,Reyment 1955,1955,,,,,
88040,772525,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Eze-Aku Shales,,,,Reyment 1955,1955,,,,,
88070,772557,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Igumale,,,,Reyment 1955,1955,,,,,
88126,772623,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Lower Chalk,,,,Kennedy 1970,1970,,,,,
88137,772638,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Glauconitic Marl,,,,Kennedy 1970,1970,,,,,
88283,772945,Middle Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Unnamed Vocontian,,,,Kennedy 1994,1994,,,,,
88404,773124,Middle Albian,,110.1,NA,,106.3,NA,,NA,NA,,Keys Valley Marl,,,,Young 1966,1966,,,,,
88432,773152,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Benevides,,,1958,Young 1966,1966,,,,,
88480,773243,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Saint-Symphorien,,,,Kennedy 1993,1993,,,,,
88486,773249,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Craie de Ciply,,,,Kennedy 1993,1993,,,,,
88491,773254,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Spiennes Chalk,,,,Kennedy 1993,1993,,,,,
88492,773255,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Nouvelles Chalk,,,,Kennedy 1993,1993,,,,,
88494,773257,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Obourg,,,,Kennedy 1993,1993,,,,,
88507,773272,Early Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Trivières Chalk,,,,Kennedy 1993,1993,,,,,
88510,773289,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Eggardon Grit,,,,Kennedy 1970,1970,,,,,
88576,773442,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Zig Zag Chalk,,,,Kennedy 1970,1970,,,,,
88616,773489,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Vaals,,,,Kennedy 1986,1986,,,,,
88629,773510,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Calcaire de Kunraed,,,,Kennedy 1986,1986,,,,,
88757,773709,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Yolde,,,,Barber 1957,1957,,,,,
88778,773761,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Gongila,,,,Barber 1957,1957,,,,,
88836,773842,Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Sekule,,,,Barber 1960,1960,,,,,
88849,773857,Late Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Jessu,,,,Carter et al. 1963,1963,,,,,
88857,773865,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Dukul,,,,Barber 1957,1957,,,,,
88884,774002,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Saratoga Chalk,,,1971,Kennedy and Cobban 1993,1993,,,,,
88961,774086,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Annona,,,1973-1974,Kennedy and Cobban 1993,1993,,,,,
89003,774162,Late Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Blossom Sand,,,1944,Kennedy et al. 2001,2001,,,,,
89064,774745,Danian,,66,NA,,61.66,NA,,NA,NA,,Brightseat,,,,Govoni 1983,1983,,,,,
89078,774759,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Kangilia,,,,Kennedy et al. 1999,1999,,,,,
89381,776100,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Marília,Echaporã,,,Bertini et al. 2001,2001,,,,,
89433,776986,Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Santa Marta,Lachman Crags,,,Kennedy et al. 2007,2007,,,,,
89792,777570,Late Paleocene,,59.24,NA,,56,NA,,NA,NA,,Tuscahoma Sand,Bells Landing Marl,,,Froede 2008,2008,,,,,
89795,777577,Turonian,Santonian,93.9,NA,,83.6,NA,,NA,NA,,Glenburn,,,,Johnston 1980,1980,,,,,
89801,777583,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Gentle Annie,,,,Johnston 1980,1980,,,,,
89806,777588,Piripauan,,86.1,NA,,83.6,NA,,NA,NA,,Te Mai,,,,Johnston 1980,1980,,,,,
89826,777611,Motuan,,103.3,NA,,99.5,NA,,NA,NA,,Maringi,,,,Johnston 1980,1980,,,,,
89871,777741,Motuan,,103.3,NA,,99.5,NA,,NA,NA,,Mangapokia,,,1975,Moore and Speden 1984,1984,,,,,
89873,777745,Motuan,,103.3,NA,,99.5,NA,,NA,NA,,Waewaepa,,,1975,Moore and Speden 1984,1984,,,,,
90273,778317,Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Myrtle,,,1954,Imlay 1960,1960,,,,,
90275,778319,Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Spieden,,,,Imlay 1960,1960,,,,,
90333,778381,Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Paskenta,,,1900,Imlay 1960,1960,,,,,
90374,778475,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Fuentes,,,,Lahsen and Charrier 1972,1972,,,,,
90382,778486,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Rocallosa,,,,Lahsen and Charrier 1972,1972,,,,,
90383,778487,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Santa Ana,,,,Lahsen and Charrier 1972,1972,,,,,
90385,778489,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Rio Blanco,,,,Lahsen and Charrier 1972,1972,,,,,
90406,778616,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Craie de Valognes,,,,Kennedy 1986,1986,,,,,
90509,778794,Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Hartz Fjeld,Hennig ryg,,,Alsen 2006,2006,,,,,
90516,778801,Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Llindemann Bugt,,,,Alsen 2006,2006,,,,,
90664,779113,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Lancelin,,,,McNamara et al. 1988,1988,,,,,
90721,779203,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Ragged Valley Shale,,,1931,Anderson 1958,1958,,,,,
91063,779732,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Miria Calcarenite,,,,Henderson et al. 1992,1992,,,,,
91079,779749,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Korojon Calcarenite,,,,Henderson et al. 1992,1992,,,,,
91180,779904,Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Morven,,,,Whitehouse 1926,1926,,,,,
91181,779905,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Wallumbilla,Doncaster,,,Whitehouse 1926,1926,,,,,
91249,780234,Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Stanwell Coal Measures,,,,Whitehouse 1946,1946,,,,,
91256,780241,Turonian,Santonian,93.9,NA,,83.6,NA,,NA,NA,,Teba,,,1915,Haas 1943,1943,,,,,
91379,780518,Selandian,Thanetian,61.66,NA,,56,NA,,NA,NA,,Teberemt,,,,Douvillé 1920,1920,,,,,
91381,780522,Thanetian,,59.24,NA,,56,NA,,NA,NA,,Kalambaina,,,,Douvillé 1920,1920,,,,,
91523,781640,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Xiagou,,parautochthonous,,You et al. 2005,2005,,,,,
91561,781822,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Naiba,,,,Yazykova et al. 2004,2004,,,,,
91838,783835,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Travis Peak,,,,Emerson et al. 1994,1994,,,,,
91843,783845,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Cuchillo,,,,Emerson et al. 1994,1994,,,,,
91975,784140,Early Paleocene,,66,NA,,61.66,NA,,NA,NA,,Seguin,,,,Foster et al. 2020,2020,,,,,
92191,785906,Barremian,Early Aptian,125.77,NA,,119.57,NA,,NA,NA,,Sligo,,,,Scott and Hinote 2007,2007,,,,,
92215,786022,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Stuart City,,,,Scott and Filkorn 2007,2007,,,,,
92226,786038,Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Gornji Humac,,,,Korbar 2007,2007,,,,,
92228,786043,Late Campanian,Early Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Quintanaloma,,,,Higuera et al. 2007,2007,,,,,
92232,786059,Turonian,Coniacian,93.9,NA,,85.7,NA,,NA,NA,,Lower,,,,Götz 2007,2007,,,,,
92235,786077,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Rio Grande,,,,Mitchell et al. 2007,2007,,,,,
92284,786191,Middle Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Bireno,,,,Negra and Zagrarni 2007,2007,,,,,
92306,786231,Late Turonian,Early Coniacian,93.9,NA,,85.7,NA,,NA,NA,,Scaglia Rossa Veneta,,,,Trevisani and Cestari 2007,2007,,,,,
92322,787297,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Craie glauconieuse,Sables de Mont-Ormel,,,Breton 2008,2008,,,,,
92341,787672,Late Campanian,Early Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Loncoche,,,,Previtera and González Riga 2008,2008,,,,,
92501,790475,Rupelian,Chattian,33.9,NA,,23.04,NA,,NA,NA,,Sagdere,,,,Islamoglu 2008,2008,,,,,
92889,795289,Early Paleocene,Middle Paleocene,66,NA,,59.24,NA,,NA,NA,,Shark River,,,,Sessa et al. 2009,2009,,,,,
92898,795362,Early Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Labatlan Sandstone,,,1963-1964,Fözy and Janssen 2009,2009,,,,,
92932,795400,Late Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Bersek Marl,,,1963-1964,Fözy and Janssen 2009,2009,,,,,
93391,797583,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Pleasants Sandstone,,,1933,Popenoe 1957,1957,,,,,
93453,797814,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Waltham,,,,Matsumoto 1960,1960,,,,,
93472,798230,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Joaquin,,,1935,Anderson 1958,1958,,,,,
93563,799319,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Chalk Marl,,,,Abbass 1962,1962,,,,,
93565,799321,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Burwell Rock,,,,Abbass 1962,1962,,,,,
93569,799325,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,White Limestone,,,,Abbass 1962,1962,,,,,
93574,799331,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Gault,,,,Abbass 1962,1962,,,,,
93604,799363,Early Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Haborogawa,,,,Tanabe 1977,1977,,,,,
93606,799365,Late Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Kashima,,,,Tanabe 1977,1977,,,,,
93617,799376,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Mikasa,,,,Tanabe 1977,1977,,,,,
93657,799446,Danian,,66,NA,,61.66,NA,,NA,NA,,Bruderndorf,,,,Kühn 1930,1930,,,,,
93680,799494,Danian,,66,NA,,61.66,NA,,NA,NA,,Lithothamnium Limestone,,,,Kühn 1930,1930,,,,,
93690,799518,Chattian,,27.3,NA,other,23.04,NA,other,NA,NA,,Milburn Limestone,,,,Andrew 1906,1906,,,,,
93708,799564,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Nagase,,,,Tashiro and Kozai 1982,1982,,,,,
93716,799572,Late Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Kajisako,,,,Tashiro and Kozai 1982,1982,,,,,
93807,799673,Early Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Ohimisaki,,,,Matsumoto 1984,1984,,,,,
93815,800153,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Grey Garumnian,,autochthonous,1986-2012,Vila et al. 2008,2008,,,,,
93842,802243,Paleocene,,66,NA,,56,NA,,NA,NA,,Oiching,,,,Traub 1938,1938,,,,,
93968,802505,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Tanque,,,,Wolleben 1977,1977,,,,,
93973,803052,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Clearwater,,,1916,Jeletzky 1964,1964,,,,,
93979,803058,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Shaftesbury,,,1917,Jeletzky 1964,1964,,,,,
93980,803059,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Sikanni,,,1944,Jeletzky 1964,1964,,,,,
93982,803063,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Buckinghorse,,,1944,Jeletzky 1964,1964,,,,,
93983,803065,Early Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Beattie Peaks,,,,Jeletzky 1964,1964,,,,,
93984,803066,Middle Albian,Late Albian,110.1,NA,,100.5,NA,,NA,NA,,Peace River,,,1949,Jeletzky 1964,1964,,,,,
93987,803123,Berriasian,,143.1,NA,,137.05,NA,,NA,NA,,Monteith,,,,Jeletzky 1968,1968,,,,,
93997,803146,Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Monach,,,,Jeletzky 1968,1968,,,,,
94019,803170,Albian,,113.2,NA,,100.5,NA,,NA,NA,,McMurray,,,,Jeletzky 1968,1968,,,,,
94020,803172,Early Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Deer Bay,,,1961,Jeletzky 1965,1965,,,,,
94029,803181,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Sans Sault,,,,Warren and Stelck 1960,1960,,,,,
94033,803185,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Moosebar Shale,,,,Warren and Stelck 1960,1960,,,,,
94035,803187,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Loon River,,,,Warren and Stelck 1960,1960,,,,,
94036,803188,Coniacian,Santonian,89.8,NA,,83.6,NA,,NA,NA,,Wapiabi,,,,Warren and Rutherford 1928,1928,,,,,
94067,803221,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Slater River,,,,Warren 1947,1947,,,,,
94078,803232,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Buckinghorse Shale,,,,Warren 1937,1937,,,,,
94081,803237,Early Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Lea Park,,,,Warren 1935,1935,,,,,
94094,803250,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Ribstone Creek,,,,Warren 1935,1935,,,,,
94132,803290,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Dunvegan,,,,Warren 1933,1933,,,,,
94136,803296,Turonian,Coniacian,93.9,NA,,85.7,NA,,NA,NA,,Kaskapau,,,,Warren 1933,1933,,,,,
94155,803319,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Blood Reserve,,,,Warren 1931,1931,,,,,
94167,803333,Early Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Pakowki,,,,Warren 1931,1931,,,,,
94201,803471,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Haida,,,,McLearn 1972,1972,,,,,
94391,803684,Early Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Osoushinai,,parautochthonous,Sep-00,Murakami et al. 2008,2008,,,,,
94489,803892,Coniacian,Santonian,89.8,NA,,83.6,NA,,NA,NA,,Bad Heart,,,,McLearn 1926,1926,,,,,
94537,803955,Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Second White Speckled Shale,,,,Stelck and Wall 1955,1955,,,,,
94652,804125,Middle Albian,,110.1,NA,,106.3,NA,,NA,NA,,Christopher,,,,Jeletzky 1980,1980,,,,,
94681,804160,Early Albian,Middle Albian,113.2,NA,,106.3,NA,,NA,NA,,Hulcross,,,,Jeletzky 1980,1980,,,,,
94683,804164,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Lepine,,,,Jeletzky 1980,1980,,,,,
94720,804201,Middle Albian,,110.1,NA,,106.3,NA,,NA,NA,,Boulder Creek,,,,Jeletzky 1980,1980,,,,,
94796,804302,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Skidgate,,,,Haggart 1986,1986,,,,,
94802,804308,Turonian,Coniacian,93.9,NA,,85.7,NA,,NA,NA,,Honna,,,,Haggart 1986,1986,,,,,
94892,804468,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Iles,,,,Reeside 1955,1955,,,,,
95054,804678,Ypresian,Lutetian,56,NA,,41.03,NA,,NA,NA,,Chambi,,,,Court and Hartenberger 1992,1992,,,,,
95224,805101,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Riacheulo,Maruim,,,Maury 1936,1936,,,,,
95245,805132,Middle Albian,,110.1,NA,,106.3,NA,,NA,NA,,Riachuelo,,,,Maury 1936,1936,,,,,
95256,805216,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Agua Nueva,,,,Ifrim and Stinnesbeck 2007,2007,,,,,
95299,805422,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Machiques,,,,Renz 1982,1982,,,,,
95367,805520,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Valle Grande,,,,Renz 1982,1982,,,,,
95390,805543,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,García,,,,Renz 1982,1982,,,,,
95429,805618,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Lisure,,,,Renz 1982,1982,,,,,
95431,805631,Middle Albian,,110.1,NA,,106.3,NA,,NA,NA,,Chimana,,,,Renz 1982,1982,,,,,
95448,805668,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,La Puya,,,,Renz 1982,1982,,,,,
95492,805959,Middle Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Carlile Shale,,,,Cobban 1983,1983,,,,,
95495,805962,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Colerain,,,,Cobban 1983,1983,,,,,
95496,805963,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Graneros Shale,,,,Cobban 1983,1983,,,,,
95520,805990,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Windrow,,,,Cobban 1983,1983,,,,,
95532,806010,Early Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Marias River Shale,Kevin,,,Cobban 1983,1983,,,,,
95594,806377,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Gramame,,,,Maury 1930,1930,,,,,
95630,806417,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,San Fernando,Plaisance Conglomerate,,1936,Renz 1982,1982,,,,,
95702,806531,Coniacian,Santonian,89.8,NA,,83.6,NA,,NA,NA,,Estiva,,,,Maury 1930,1930,,,,,
95707,806536,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Algodões,,,,Maury 1930,1930,,,,,
95758,806639,Late Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Celendín,,,,Benavides-Caceres 1956,1956,,,,,
95767,806651,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Mujarún,Culebra,,,Benavides-Caceres 1956,1956,,,,,
95793,806699,Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Coñor,,,,Benavides-Caceres 1956,1956,,,,,
95795,806702,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Romirón,,,,Benavides-Caceres 1956,1956,,,,,
95809,806728,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Crisnejas,,,,Kennedy and Klinger 2008,2008,,,,,
95861,807187,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Georgetown,,,,Böse 1928,1928,,,,,
95865,807191,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Del Rio Clay,,,,Böse 1928,1928,,,,,
95894,807221,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Buda Limestone,,,,Böse 1928,1928,,,,,
95901,807232,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Taylor Marl,,,,Böse 1928,1928,,,,,
95924,807288,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Clansayes,,,,Böse and Cavins 1927,1927,,,,,
96000,807385,Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Barranquitas-Cayey,,,,Imlay 1944,1944,,,,,
96429,808539,Lutetian,,48.07,NA,,41.03,NA,,NA,NA,,Salina,,,,Olsson 1928,1928,,,,,
96431,808541,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Restin,,,,Olsson 1928,1928,,,,,
96438,808548,Early Eocene,,56,NA,,48.07,NA,,NA,NA,,Negritos,,,,Olsson 1928,1928,,,,,
96440,808551,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Parinas,,,,Olsson 1928,1928,,,,,
96444,808555,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Terebratula,,,,Olsson 1928,1928,,,,,
96803,809158,Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Austin Chalk,,,,Reeside 1932,1932,,,,,
96903,809268,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Pepper Shale,,,,Kennedy and Cobban 1993,1993,,,,,
96912,809477,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Pine Island Shale,,,,Imlay 1945,1945,,,,,
96924,809490,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Dierks Limestone,,,1943,Imlay 1945,1945,,,,,
97001,809587,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Aurora Limestone,,,1953,Kellum 1956,1956,,,,,
97108,809744,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Cuesta del Cura,,,1951,Kellum and Mintz 1962,1962,,,,,
97109,809745,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Indidura,,,1951,Kellum and Mintz 1962,1962,,,,,
97117,809805,Turonian,Coniacian,93.9,NA,,85.7,NA,,NA,NA,,Chonta,,,,Kummel 1948,1948,,,,,
97211,810066,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Molly Gibson,,,,Young 1979,1979,,,,,
97343,810203,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Del Rio,,,,Young 1979,1979,,,,,
97367,810372,Middle Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Fite Ranch Sandstone,,,1980,Hook et al. 1983,1983,,,,,
97371,810377,Middle Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Tres Hermanos,Fite Ranch Sandstone,,1976; 1980,Cobban and Hook 1980,1980,,,,,
97448,810686,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Bahloul,,,,Chancellor et al. 1994,1994,,,,,
97450,810688,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Kef,,,,Chancellor et al. 1994,1994,,,,,
97638,811955,Late Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Blackstone,Vimy,,,Stott 1963,1963,,,,,
97738,813541,Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Agwu Shale,,,,Zaborski 1990,1990,,,,,
97746,813663,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,La Péna,,,,Cantu-Chapa 1962,1962,,,,,
97781,814348,Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Devils Racecourse,Copper Limestone,,,Löser et al. 2009,2009,,,,,
